item_id,item_name,item_description,item_type,item_price,ingredients,calories,rating,sales_count,cost_per_item
256,tofu entree,hearty entree,entree,10.88,['tofu'],211,4.68,66,4.08
257,tofu vegetables chicken drink,tasty drink,drink,13.21,"['tofu', 'vegetables', 'chicken']",885,4.87,15,7.66
258,vegetables pork beef entree,tasty entree,entree,11.15,"['vegetables', 'pork', 'beef']",588,3.46,89,2.46
259,fish pork bread entree,delicious entree,entree,9.74,"['fish', 'pork', 'bread']",619,3.24,10,2.21
260,noodles chicken appetizer,delicious appetizer,appetizer,16.3,"['noodles', 'chicken']",458,2.85,35,9.56
261,bread beef shrimp noodles dessert,tasty dessert,dessert,10.03,"['bread', 'beef', 'shrimp', 'noodles']",954,1.43,44,3.2
262,fish appetizer,tasty appetizer,appetizer,8.23,['fish'],438,2.95,94,3.3
263,rice pork appetizer,satisfying appetizer,appetizer,18.31,"['rice', 'pork']",751,1.2,95,9.14
264,pork dessert,mouth-watering dessert,dessert,6.32,['pork'],370,4.16,6,2.69
265,chicken appetizer,mouth-watering appetizer,appetizer,17.71,['chicken'],209,3.2,94,7.43
266,pork shrimp noodles entree,satisfying entree,entree,11.69,"['pork', 'shrimp', 'noodles']",510,4.68,36,4.35
267,chicken shrimp entree,tasty entree,entree,18.67,"['chicken', 'shrimp']",488,1.27,36,9.86
268,vegetables bread tofu pork dessert,tasty dessert,dessert,9.21,"['vegetables', 'bread', 'tofu', 'pork']",651,3.43,56,2
269,fish pork chicken entree,mouth-watering entree,entree,13.71,"['fish', 'pork', 'chicken']",170,4.2,1,5.9
270,chicken drink,mouth-watering drink,drink,10.4,['chicken'],598,3.46,61,4.65
271,pork noodles vegetables shrimp drink,healthy drink,drink,5.47,"['pork', 'noodles', 'vegetables', 'shrimp']",838,1.31,44,1.15
272,vegetables beef fish chicken appetizer,healthy appetizer,appetizer,17.08,"['vegetables', 'beef', 'fish', 'chicken']",323,3.5,36,6.16
273,bread noodles pork appetizer,satisfying appetizer,appetizer,8.46,"['bread', 'noodles', 'pork']",259,2.71,43,3.6
274,beef vegetables shrimp drink,healthy drink,drink,17.73,"['beef', 'vegetables', 'shrimp']",322,3.75,86,10.61
275,beef pork rice dessert,delicious dessert,dessert,6.89,"['beef', 'pork', 'rice']",520,3.64,45,2.08
276,bread tofu chicken dessert,satisfying dessert,dessert,7.75,"['bread', 'tofu', 'chicken']",741,4.37,64,3.22
277,shrimp noodles entree,delicious entree,entree,10.4,"['shrimp', 'noodles']",502,2.07,85,5.89
278,pork chicken vegetables dessert,delicious dessert,dessert,8.32,"['pork', 'chicken', 'vegetables']",963,2.34,13,3.34
279,vegetables pork shrimp noodles dessert,tasty dessert,dessert,6.71,"['vegetables', 'pork', 'shrimp', 'noodles']",724,1.39,8,3.41
280,noodles entree,hearty entree,entree,9.93,['noodles'],307,1.51,2,3.1
281,rice dessert,tasty dessert,dessert,17.62,['rice'],596,3.85,63,4.68
282,chicken shrimp entree,delicious entree,entree,5.93,"['chicken', 'shrimp']",468,2.85,12,3.42
283,beef entree,healthy entree,entree,16.74,['beef'],690,1.08,38,6.02
284,vegetables noodles drink,tasty drink,drink,19.3,"['vegetables', 'noodles']",301,2.98,61,6.7
285,beef entree,healthy entree,entree,12.22,['beef'],340,1.39,8,5.31
286,rice shrimp bread entree,hearty entree,entree,5.08,"['rice', 'shrimp', 'bread']",190,3.88,75,1.55
287,bread dessert,healthy dessert,dessert,8.76,['bread'],984,2.31,74,4.26
288,noodles vegetables bread pork drink,satisfying drink,drink,5.23,"['noodles', 'vegetables', 'bread', 'pork']",341,4.23,6,2.04
289,shrimp vegetables fish entree,delicious entree,entree,10.3,"['shrimp', 'vegetables', 'fish']",806,4.71,47,3.31
290,chicken bread drink,tasty drink,drink,10.91,"['chicken', 'bread']",898,1.69,56,4.93
291,fish chicken beef shrimp appetizer,satisfying appetizer,appetizer,5.82,"['fish', 'chicken', 'beef', 'shrimp']",938,3.34,81,2.63
292,rice vegetables entree,hearty entree,entree,16.19,"['rice', 'vegetables']",684,4.23,77,7.01
293,beef vegetables bread shrimp appetizer,mouth-watering appetizer,appetizer,11.98,"['beef', 'vegetables', 'bread', 'shrimp']",463,4.94,43,5.18
294,chicken tofu drink,healthy drink,drink,18.22,"['chicken', 'tofu']",851,1.39,92,5.52
295,vegetables chicken pork appetizer,satisfying appetizer,appetizer,15.63,"['vegetables', 'chicken', 'pork']",580,3.69,66,8.51
296,chicken beef noodles shrimp dessert,delicious dessert,dessert,18.79,"['chicken', 'beef', 'noodles', 'shrimp']",734,2.84,3,5.79
297,shrimp rice appetizer,healthy appetizer,appetizer,14.46,"['shrimp', 'rice']",112,4.69,86,5.99
298,tofu bread fish shrimp drink,mouth-watering drink,drink,11.34,"['tofu', 'bread', 'fish', 'shrimp']",549,4.9,80,2.42
299,fish chicken appetizer,mouth-watering appetizer,appetizer,9.58,"['fish', 'chicken']",841,3.31,80,4.19
300,shrimp bread rice appetizer,mouth-watering appetizer,appetizer,9.81,"['shrimp', 'bread', 'rice']",681,2.43,63,2.9
301,chicken appetizer,hearty appetizer,appetizer,8.99,['chicken'],575,2.98,12,5.01
302,bread shrimp drink,healthy drink,drink,14.06,"['bread', 'shrimp']",478,1.57,64,6.54
303,bread drink,satisfying drink,drink,18.71,['bread'],955,4.36,70,11.19
304,chicken beef shrimp entree,healthy entree,entree,8.41,"['chicken', 'beef', 'shrimp']",904,2.92,35,3.33
305,shrimp chicken pork appetizer,tasty appetizer,appetizer,10.63,"['shrimp', 'chicken', 'pork']",926,1.99,95,3.91
306,bread noodles dessert,mouth-watering dessert,dessert,15.61,"['bread', 'noodles']",891,1.61,23,5.37
307,beef entree,satisfying entree,entree,11.33,['beef'],745,3.53,75,2.43
308,rice drink,healthy drink,drink,19.83,['rice'],851,4.81,100,10.52
309,beef entree,hearty entree,entree,18.43,['beef'],150,3.08,47,6.03
310,beef bread tofu appetizer,satisfying appetizer,appetizer,5.24,"['beef', 'bread', 'tofu']",370,4.54,9,2.43
311,fish dessert,hearty dessert,dessert,5.79,['fish'],839,4.56,22,2.07
312,fish beef chicken drink,hearty drink,drink,5.21,"['fish', 'beef', 'chicken']",331,4.51,63,1.81
313,bread pork fish shrimp entree,healthy entree,entree,12.07,"['bread', 'pork', 'fish', 'shrimp']",439,1.83,26,3.5
314,fish beef rice shrimp entree,mouth-watering entree,entree,14.62,"['fish', 'beef', 'rice', 'shrimp']",563,3.24,11,6.48
315,bread vegetables dessert,hearty dessert,dessert,17.49,"['bread', 'vegetables']",789,4.54,53,10.06
316,vegetables bread shrimp entree,mouth-watering entree,entree,12.05,"['vegetables', 'bread', 'shrimp']",514,3.59,77,4.61
317,noodles tofu beef appetizer,hearty appetizer,appetizer,6.19,"['noodles', 'tofu', 'beef']",266,2.15,88,2.3
318,tofu noodles vegetables shrimp drink,satisfying drink,drink,18.09,"['tofu', 'noodles', 'vegetables', 'shrimp']",541,2.22,29,7.72
319,pork beef dessert,healthy dessert,dessert,7.43,"['pork', 'beef']",543,3.62,95,2.59
320,shrimp rice entree,healthy entree,entree,9.87,"['shrimp', 'rice']",109,3.88,29,5.44
321,pork vegetables fish chicken appetizer,hearty appetizer,appetizer,15.66,"['pork', 'vegetables', 'fish', 'chicken']",576,3.62,7,5.99
322,noodles entree,tasty entree,entree,17.81,['noodles'],803,2.42,5,8.77
323,chicken bread entree,healthy entree,entree,18.51,"['chicken', 'bread']",955,1.66,100,4
324,tofu shrimp chicken noodles entree,tasty entree,entree,6.48,"['tofu', 'shrimp', 'chicken', 'noodles']",399,4.73,0,3.24
325,bread vegetables appetizer,satisfying appetizer,appetizer,13.44,"['bread', 'vegetables']",556,2.3,71,7.11
326,pork bread chicken rice entree,healthy entree,entree,13.95,"['pork', 'bread', 'chicken', 'rice']",908,1.4,40,6.28
327,tofu pork entree,healthy entree,entree,8.36,"['tofu', 'pork']",474,2.21,49,4.79
328,rice tofu vegetables bread appetizer,tasty appetizer,appetizer,18,"['rice', 'tofu', 'vegetables', 'bread']",973,1.02,37,7.98
329,vegetables entree,healthy entree,entree,12.05,['vegetables'],390,4.22,76,4.21
330,shrimp drink,hearty drink,drink,16.46,['shrimp'],905,2.47,31,4.64
331,pork noodles fish dessert,mouth-watering dessert,dessert,13.83,"['pork', 'noodles', 'fish']",995,1.59,32,2.77
332,beef noodles bread appetizer,healthy appetizer,appetizer,8.99,"['beef', 'noodles', 'bread']",438,4.18,87,2.07
333,tofu beef vegetables dessert,satisfying dessert,dessert,19.41,"['tofu', 'beef', 'vegetables']",373,2.79,98,8.42
334,beef shrimp noodles entree,hearty entree,entree,18.78,"['beef', 'shrimp', 'noodles']",522,1.86,56,6.96
335,chicken tofu rice vegetables drink,healthy drink,drink,8.23,"['chicken', 'tofu', 'rice', 'vegetables']",663,2.33,29,4.9
336,tofu vegetables rice fish drink,delicious drink,drink,10.57,"['tofu', 'vegetables', 'rice', 'fish']",661,3.69,33,5.26
337,shrimp beef bread entree,mouth-watering entree,entree,5.05,"['shrimp', 'beef', 'bread']",950,3.19,88,2.82
338,chicken noodles dessert,healthy dessert,dessert,16.13,"['chicken', 'noodles']",104,2.14,6,8.95
339,vegetables rice tofu appetizer,hearty appetizer,appetizer,7.85,"['vegetables', 'rice', 'tofu']",518,4.28,20,3.01
340,bread chicken appetizer,satisfying appetizer,appetizer,15.06,"['bread', 'chicken']",686,3.38,5,3.49
341,pork noodles drink,mouth-watering drink,drink,12.35,"['pork', 'noodles']",323,3,46,2.53
342,chicken appetizer,healthy appetizer,appetizer,9.07,['chicken'],485,2.73,22,4.73
343,noodles tofu chicken drink,delicious drink,drink,10.04,"['noodles', 'tofu', 'chicken']",578,2.57,53,4.86
344,rice tofu pork appetizer,mouth-watering appetizer,appetizer,18.91,"['rice', 'tofu', 'pork']",943,1.57,91,4.85
345,beef fish bread shrimp dessert,healthy dessert,dessert,14.46,"['beef', 'fish', 'bread', 'shrimp']",716,3.89,54,7.5
346,vegetables appetizer,mouth-watering appetizer,appetizer,6,['vegetables'],734,2.77,77,2.02
347,shrimp tofu noodles chicken appetizer,healthy appetizer,appetizer,18.41,"['shrimp', 'tofu', 'noodles', 'chicken']",755,1.46,8,6.78
348,shrimp fish tofu beef entree,satisfying entree,entree,14.42,"['shrimp', 'fish', 'tofu', 'beef']",660,1.5,75,5.01
349,noodles rice dessert,delicious dessert,dessert,7.26,"['noodles', 'rice']",813,2.43,14,2.69
350,bread drink,satisfying drink,drink,18.22,['bread'],762,1.42,58,4.99
351,tofu drink,mouth-watering drink,drink,19.49,['tofu'],860,3.19,59,9.63
352,noodles appetizer,healthy appetizer,appetizer,14.89,['noodles'],241,1.16,20,5.67
353,shrimp chicken beef tofu drink,satisfying drink,drink,12.1,"['shrimp', 'chicken', 'beef', 'tofu']",330,1.36,12,5.21
354,noodles rice bread fish drink,mouth-watering drink,drink,5.28,"['noodles', 'rice', 'bread', 'fish']",214,4.32,20,1.2
355,chicken bread tofu appetizer,satisfying appetizer,appetizer,15.92,"['chicken', 'bread', 'tofu']",474,4.43,77,5.71
356,rice appetizer,healthy appetizer,appetizer,8.42,['rice'],609,3.69,53,1.84
357,shrimp bread noodles dessert,mouth-watering dessert,dessert,14.46,"['shrimp', 'bread', 'noodles']",468,4.11,33,6.02
358,fish appetizer,delicious appetizer,appetizer,9.45,['fish'],746,4.08,85,1.92
359,beef pork entree,healthy entree,entree,13.86,"['beef', 'pork']",768,4.51,19,7.79
360,bread beef pork chicken appetizer,delicious appetizer,appetizer,19.89,"['bread', 'beef', 'pork', 'chicken']",634,2.14,7,6.47
361,noodles beef tofu pork appetizer,mouth-watering appetizer,appetizer,15.28,"['noodles', 'beef', 'tofu', 'pork']",767,1.76,23,6.33
362,shrimp fish beef pork dessert,hearty dessert,dessert,11.59,"['shrimp', 'fish', 'beef', 'pork']",508,1.71,59,6.22
363,noodles tofu rice drink,satisfying drink,drink,13.94,"['noodles', 'tofu', 'rice']",416,1.72,17,3.88
364,tofu chicken entree,delicious entree,entree,15.18,"['tofu', 'chicken']",420,4.44,5,9.1
365,noodles tofu chicken entree,hearty entree,entree,8.09,"['noodles', 'tofu', 'chicken']",278,1.09,84,3.73
366,vegetables dessert,healthy dessert,dessert,5.31,['vegetables'],772,2.28,34,1.68
367,vegetables drink,satisfying drink,drink,14.01,['vegetables'],502,3.49,4,7.29
368,vegetables shrimp dessert,delicious dessert,dessert,14.36,"['vegetables', 'shrimp']",830,2.42,2,7.7
369,bread dessert,healthy dessert,dessert,17.99,['bread'],409,2.49,36,4.76
370,vegetables rice tofu pork drink,tasty drink,drink,18.29,"['vegetables', 'rice', 'tofu', 'pork']",784,1.24,37,8.61
371,bread vegetables rice tofu dessert,healthy dessert,dessert,10.3,"['bread', 'vegetables', 'rice', 'tofu']",367,4.87,42,5.61
372,tofu dessert,satisfying dessert,dessert,15.72,['tofu'],783,2.68,66,4.9
373,shrimp dessert,hearty dessert,dessert,19.86,['shrimp'],578,3.24,53,5.16
374,rice entree,tasty entree,entree,17.56,['rice'],192,1.72,14,8.64
375,pork drink,healthy drink,drink,9.72,['pork'],155,4.58,6,4.75
376,vegetables chicken appetizer,satisfying appetizer,appetizer,5.66,"['vegetables', 'chicken']",124,2.53,80,3.07
377,rice entree,tasty entree,entree,10.93,['rice'],947,4.29,16,5.98
378,beef entree,hearty entree,entree,17.72,['beef'],177,1.21,25,9.49
379,noodles chicken bread vegetables drink,delicious drink,drink,18.54,"['noodles', 'chicken', 'bread', 'vegetables']",105,1.8,69,9.4
380,fish appetizer,satisfying appetizer,appetizer,18.69,['fish'],689,3.64,70,5.75
381,beef pork drink,healthy drink,drink,19.37,"['beef', 'pork']",583,4.51,86,6.78
382,bread shrimp rice noodles drink,mouth-watering drink,drink,5.3,"['bread', 'shrimp', 'rice', 'noodles']",890,3.84,73,1.93
383,pork rice drink,satisfying drink,drink,16.54,"['pork', 'rice']",304,4.92,35,7.47
384,chicken vegetables noodles dessert,tasty dessert,dessert,16.45,"['chicken', 'vegetables', 'noodles']",639,1.52,31,5.68
385,bread chicken pork drink,satisfying drink,drink,11.19,"['bread', 'chicken', 'pork']",172,2.02,47,3.84
386,chicken vegetables fish tofu dessert,hearty dessert,dessert,16.29,"['chicken', 'vegetables', 'fish', 'tofu']",457,3.07,76,6.31
387,beef appetizer,satisfying appetizer,appetizer,19.02,['beef'],794,1.42,30,4.18
388,bread entree,satisfying entree,entree,9.25,['bread'],329,3.29,75,1.91
389,chicken entree,mouth-watering entree,entree,9.01,['chicken'],913,3.23,20,3.07
390,shrimp drink,tasty drink,drink,15.47,['shrimp'],433,4.28,51,5.12
391,fish pork noodles chicken entree,tasty entree,entree,6.67,"['fish', 'pork', 'noodles', 'chicken']",329,2.41,96,3.07
392,pork appetizer,tasty appetizer,appetizer,11.67,['pork'],750,1.77,74,5.04
393,pork chicken dessert,mouth-watering dessert,dessert,11.63,"['pork', 'chicken']",927,3.62,99,5.08
394,fish appetizer,satisfying appetizer,appetizer,13.46,['fish'],530,1.03,50,6.99
395,fish pork rice chicken appetizer,delicious appetizer,appetizer,12.18,"['fish', 'pork', 'rice', 'chicken']",669,3.28,39,6.72
396,beef bread fish chicken appetizer,delicious appetizer,appetizer,5.37,"['beef', 'bread', 'fish', 'chicken']",184,1.69,80,2.94
397,beef vegetables shrimp bread entree,hearty entree,entree,13.48,"['beef', 'vegetables', 'shrimp', 'bread']",786,2.03,1,6.72
398,pork chicken shrimp fish dessert,mouth-watering dessert,dessert,12.05,"['pork', 'chicken', 'shrimp', 'fish']",824,4.73,2,6.62
399,vegetables tofu fish entree,hearty entree,entree,12.35,"['vegetables', 'tofu', 'fish']",767,2.59,94,3.24
400,noodles vegetables tofu dessert,mouth-watering dessert,dessert,10.14,"['noodles', 'vegetables', 'tofu']",693,4.32,92,4.08
401,rice bread dessert,delicious dessert,dessert,6.75,"['rice', 'bread']",493,1.52,42,1.71
402,bread entree,delicious entree,entree,15.79,['bread'],417,1.97,2,6.04
403,beef vegetables drink,mouth-watering drink,drink,18.47,"['beef', 'vegetables']",408,4.54,20,4.62
404,noodles tofu dessert,tasty dessert,dessert,14.97,"['noodles', 'tofu']",182,2.73,20,8.25
405,tofu fish shrimp rice dessert,hearty dessert,dessert,5.27,"['tofu', 'fish', 'shrimp', 'rice']",870,2.83,19,2.94
406,pork beef noodles appetizer,healthy appetizer,appetizer,15.31,"['pork', 'beef', 'noodles']",242,2.32,4,6.57
407,chicken beef entree,delicious entree,entree,19.39,"['chicken', 'beef']",436,4.13,13,10.52
408,bread drink,mouth-watering drink,drink,5.92,['bread'],369,2.73,38,2.26
409,vegetables bread tofu dessert,delicious dessert,dessert,9.19,"['vegetables', 'bread', 'tofu']",258,1.09,48,5.26
410,vegetables dessert,healthy dessert,dessert,14.79,['vegetables'],847,4.87,5,5.23
411,pork bread fish beef appetizer,healthy appetizer,appetizer,11.34,"['pork', 'bread', 'fish', 'beef']",348,2.9,33,6.61
412,fish chicken dessert,mouth-watering dessert,dessert,16.62,"['fish', 'chicken']",829,4.71,41,4.05
413,chicken vegetables dessert,delicious dessert,dessert,17.9,"['chicken', 'vegetables']",888,3.86,40,5.48
414,bread tofu dessert,healthy dessert,dessert,5.49,"['bread', 'tofu']",554,4.06,23,2.36
415,fish drink,tasty drink,drink,10.97,['fish'],954,3.89,29,4.6
416,pork shrimp tofu appetizer,tasty appetizer,appetizer,14.37,"['pork', 'shrimp', 'tofu']",304,3.48,89,2.94
417,pork appetizer,satisfying appetizer,appetizer,8.05,['pork'],250,3.03,2,3.38
418,vegetables fish rice chicken entree,mouth-watering entree,entree,7,"['vegetables', 'fish', 'rice', 'chicken']",285,2.25,31,3.1
419,pork appetizer,hearty appetizer,appetizer,5.76,['pork'],920,3.53,1,1.89
420,noodles entree,healthy entree,entree,18.8,['noodles'],678,2.54,48,9.15
421,bread rice entree,delicious entree,entree,9.21,"['bread', 'rice']",192,2.29,55,5.15
422,noodles beef dessert,satisfying dessert,dessert,19.09,"['noodles', 'beef']",881,2.38,77,10.87
423,rice pork fish entree,mouth-watering entree,entree,11.64,"['rice', 'pork', 'fish']",853,4.65,81,5.77
424,fish beef rice drink,healthy drink,drink,18.51,"['fish', 'beef', 'rice']",111,2.08,89,4.52
425,beef chicken drink,mouth-watering drink,drink,14.27,"['beef', 'chicken']",911,1.95,38,7.36
426,fish chicken beef rice dessert,delicious dessert,dessert,7.07,"['fish', 'chicken', 'beef', 'rice']",832,1.72,54,3.11
427,rice noodles shrimp tofu entree,delicious entree,entree,16.38,"['rice', 'noodles', 'shrimp', 'tofu']",721,1.52,24,9.74
428,shrimp rice beef drink,mouth-watering drink,drink,17.74,"['shrimp', 'rice', 'beef']",764,3.43,40,4.79
429,fish bread drink,delicious drink,drink,14.18,"['fish', 'bread']",415,1.63,92,2.92
430,tofu vegetables entree,mouth-watering entree,entree,6.53,"['tofu', 'vegetables']",578,2.46,1,2.37
431,beef rice fish appetizer,tasty appetizer,appetizer,8.22,"['beef', 'rice', 'fish']",990,1.81,33,3.75
432,beef chicken vegetables bread drink,mouth-watering drink,drink,11.09,"['beef', 'chicken', 'vegetables', 'bread']",244,1.68,15,5.72
433,beef shrimp pork drink,healthy drink,drink,13.97,"['beef', 'shrimp', 'pork']",931,3.57,41,4.95
434,bread rice drink,tasty drink,drink,15.48,"['bread', 'rice']",424,1.5,37,9.15
435,shrimp vegetables rice pork dessert,mouth-watering dessert,dessert,9.18,"['shrimp', 'vegetables', 'rice', 'pork']",824,1.5,16,2.02
436,bread noodles tofu appetizer,healthy appetizer,appetizer,12.05,"['bread', 'noodles', 'tofu']",596,2.33,64,3.07
437,vegetables appetizer,healthy appetizer,appetizer,9.85,['vegetables'],202,1.38,14,5.85
438,noodles fish pork drink,healthy drink,drink,9.39,"['noodles', 'fish', 'pork']",160,3.32,29,2.84
439,chicken pork dessert,hearty dessert,dessert,12.82,"['chicken', 'pork']",781,4.94,48,3.81
440,shrimp rice appetizer,healthy appetizer,appetizer,17.47,"['shrimp', 'rice']",901,2.24,45,10.01
441,rice dessert,satisfying dessert,dessert,17.96,['rice'],578,2,94,8.83
442,rice bread beef dessert,hearty dessert,dessert,7.25,"['rice', 'bread', 'beef']",210,3.55,68,2.55
443,chicken pork shrimp drink,mouth-watering drink,drink,6.53,"['chicken', 'pork', 'shrimp']",633,3.53,53,2.95
444,fish noodles rice dessert,tasty dessert,dessert,10.47,"['fish', 'noodles', 'rice']",280,3.28,26,4.04
445,tofu beef appetizer,tasty appetizer,appetizer,18.59,"['tofu', 'beef']",809,3.53,32,10.14
446,rice entree,healthy entree,entree,5.94,['rice'],569,1.95,61,3.53
447,noodles tofu pork bread dessert,healthy dessert,dessert,7.18,"['noodles', 'tofu', 'pork', 'bread']",878,2.87,40,1.48
448,tofu rice chicken entree,satisfying entree,entree,19.81,"['tofu', 'rice', 'chicken']",735,3.64,10,7.64
449,pork rice entree,healthy entree,entree,16.73,"['pork', 'rice']",216,1.17,77,4.02
450,fish noodles drink,healthy drink,drink,10.54,"['fish', 'noodles']",936,3.2,64,4.71
451,bread dessert,healthy dessert,dessert,15.85,['bread'],598,4.76,40,5.99
452,fish entree,mouth-watering entree,entree,15.5,['fish'],408,4.36,86,3.88
453,rice fish beef dessert,delicious dessert,dessert,15.1,"['rice', 'fish', 'beef']",529,2.15,94,7.02
454,vegetables fish beef drink,delicious drink,drink,11.02,"['vegetables', 'fish', 'beef']",102,2.61,33,6.1
455,noodles dessert,delicious dessert,dessert,13.81,['noodles'],748,1.88,23,7.63
456,bread vegetables appetizer,healthy appetizer,appetizer,18.51,"['bread', 'vegetables']",918,3.44,44,5.68
457,tofu rice shrimp entree,mouth-watering entree,entree,5.22,"['tofu', 'rice', 'shrimp']",950,2.53,96,1.61
458,tofu dessert,hearty dessert,dessert,12.6,['tofu'],740,3.8,58,6.72
459,pork appetizer,satisfying appetizer,appetizer,15.97,['pork'],331,2.25,76,8.76
460,chicken shrimp entree,hearty entree,entree,7.18,"['chicken', 'shrimp']",282,3.61,12,3.97
461,bread dessert,satisfying dessert,dessert,7.86,['bread'],797,4.67,42,1.78
462,tofu entree,delicious entree,entree,18.02,['tofu'],798,3.86,91,7.99
463,chicken tofu drink,hearty drink,drink,5.67,"['chicken', 'tofu']",340,3.65,56,3.27
464,beef dessert,healthy dessert,dessert,15.12,['beef'],254,1.11,48,6.15
465,pork rice chicken bread entree,mouth-watering entree,entree,16.95,"['pork', 'rice', 'chicken', 'bread']",225,2.77,43,9.8
466,bread shrimp dessert,tasty dessert,dessert,9.02,"['bread', 'shrimp']",686,2.65,19,2.55
467,beef shrimp fish vegetables dessert,healthy dessert,dessert,13.59,"['beef', 'shrimp', 'fish', 'vegetables']",483,3.31,27,4.74
468,bread rice tofu appetizer,mouth-watering appetizer,appetizer,5.17,"['bread', 'rice', 'tofu']",799,2.67,62,2.95
469,shrimp dessert,mouth-watering dessert,dessert,19.07,['shrimp'],161,2.44,72,5.06
470,fish appetizer,satisfying appetizer,appetizer,6.68,['fish'],898,3.07,92,2.06
471,tofu fish dessert,mouth-watering dessert,dessert,5.54,"['tofu', 'fish']",319,2.75,77,3.06
472,fish pork tofu appetizer,satisfying appetizer,appetizer,13.79,"['fish', 'pork', 'tofu']",899,3.3,70,7.71
473,pork noodles beef rice drink,delicious drink,drink,15.21,"['pork', 'noodles', 'beef', 'rice']",841,2.57,21,4.32
474,rice fish drink,hearty drink,drink,17.69,"['rice', 'fish']",572,2.4,86,8.43
475,tofu dessert,satisfying dessert,dessert,16.07,['tofu'],348,2,66,4.46
476,shrimp noodles fish appetizer,tasty appetizer,appetizer,18.02,"['shrimp', 'noodles', 'fish']",664,3.89,12,9.43
477,bread beef dessert,delicious dessert,dessert,7.77,"['bread', 'beef']",213,2.75,68,3.88
478,bread dessert,tasty dessert,dessert,8.24,['bread'],520,2.22,58,1.65
479,tofu drink,hearty drink,drink,18.02,['tofu'],465,4.47,1,6.3
480,fish chicken beef entree,healthy entree,entree,12.24,"['fish', 'chicken', 'beef']",371,2.08,5,6.82
481,bread entree,hearty entree,entree,8.1,['bread'],235,1.93,75,2.62
482,noodles beef pork appetizer,healthy appetizer,appetizer,6.96,"['noodles', 'beef', 'pork']",123,2.36,84,4.04
483,shrimp tofu drink,tasty drink,drink,13.9,"['shrimp', 'tofu']",931,2.26,64,3.23
484,bread tofu entree,hearty entree,entree,9.43,"['bread', 'tofu']",732,3.72,25,3.28
485,bread noodles pork dessert,satisfying dessert,dessert,13.63,"['bread', 'noodles', 'pork']",672,2.46,60,5.25
486,pork fish shrimp chicken dessert,mouth-watering dessert,dessert,6.91,"['pork', 'fish', 'shrimp', 'chicken']",767,1.44,91,3.95
487,tofu entree,hearty entree,entree,19.02,['tofu'],247,2.17,4,7.01
488,rice bread pork entree,satisfying entree,entree,18.05,"['rice', 'bread', 'pork']",417,3.4,83,7.36
489,bread dessert,hearty dessert,dessert,15.02,['bread'],552,3.86,63,8.5
490,shrimp beef dessert,delicious dessert,dessert,6.33,"['shrimp', 'beef']",406,2.53,25,2.06
491,pork chicken noodles shrimp entree,hearty entree,entree,10.58,"['pork', 'chicken', 'noodles', 'shrimp']",681,4.77,27,3.48
492,beef bread pork rice appetizer,healthy appetizer,appetizer,8.55,"['beef', 'bread', 'pork', 'rice']",549,4.74,99,4.44
493,shrimp bread tofu fish entree,healthy entree,entree,15.72,"['shrimp', 'bread', 'tofu', 'fish']",507,1.32,56,6.76
494,bread rice pork chicken appetizer,hearty appetizer,appetizer,8.64,"['bread', 'rice', 'pork', 'chicken']",669,1.86,54,2.02
495,tofu appetizer,healthy appetizer,appetizer,14.32,['tofu'],602,1.66,55,4.96
496,bread rice drink,delicious drink,drink,9.14,"['bread', 'rice']",893,2.14,72,2.62
497,vegetables dessert,tasty dessert,dessert,10.47,['vegetables'],478,1.49,14,5.29
498,shrimp rice beef appetizer,healthy appetizer,appetizer,12.84,"['shrimp', 'rice', 'beef']",311,2.48,82,4.89
499,noodles bread rice shrimp dessert,delicious dessert,dessert,11.59,"['noodles', 'bread', 'rice', 'shrimp']",819,4.81,9,3.8
500,fish noodles chicken shrimp appetizer,tasty appetizer,appetizer,18.47,"['fish', 'noodles', 'chicken', 'shrimp']",697,3.78,97,10.39
501,shrimp vegetables chicken fish drink,healthy drink,drink,7.44,"['shrimp', 'vegetables', 'chicken', 'fish']",443,2.94,67,1.77
502,beef entree,mouth-watering entree,entree,10.15,['beef'],830,2.7,25,2.54
503,rice chicken vegetables dessert,healthy dessert,dessert,19.07,"['rice', 'chicken', 'vegetables']",923,1.26,4,5.04
504,rice vegetables beef appetizer,delicious appetizer,appetizer,6.81,"['rice', 'vegetables', 'beef']",352,3.9,72,2.71
505,shrimp beef pork chicken dessert,hearty dessert,dessert,9.56,"['shrimp', 'beef', 'pork', 'chicken']",327,1.22,65,2.56
506,vegetables fish tofu appetizer,satisfying appetizer,appetizer,8.93,"['vegetables', 'fish', 'tofu']",187,2.33,71,3.47
507,fish pork dessert,satisfying dessert,dessert,19.99,"['fish', 'pork']",436,1.6,83,5.45
508,bread beef entree,mouth-watering entree,entree,15.16,"['bread', 'beef']",476,2.74,30,3.77
509,noodles fish drink,hearty drink,drink,5.29,"['noodles', 'fish']",764,2.3,81,2.5
510,vegetables chicken beef entree,satisfying entree,entree,12.9,"['vegetables', 'chicken', 'beef']",843,1.24,96,4.98
511,shrimp fish dessert,delicious dessert,dessert,8.74,"['shrimp', 'fish']",637,1.06,59,1.77
512,tofu pork entree,hearty entree,entree,11.49,"['tofu', 'pork']",234,2.06,74,6.14
513,chicken pork fish entree,hearty entree,entree,10.62,"['chicken', 'pork', 'fish']",911,3.67,41,3.62
